date,ounces_per_share,per_share_ounces_sold_to_cover_expenses,proceeds_per_share
1/1/2021,0.01907046,,
1/2/2021,0.01907046,,
1/3/2021,0.01907046,,
1/4/2021,0.01907046,,
1/5/2021,0.01906661,,
1/6/2021,0.01906661,,
1/7/2021,0.01906661,,
1/8/2021,0.01906661,,
1/9/2021,0.01906661,,
1/10/2021,0.01906661,,
1/11/2021,0.01906661,,
1/12/2021,0.01906661,,
1/13/2021,0.01906661,,
1/14/2021,0.01906661,,
1/15/2021,0.01906661,,
1/16/2021,0.01906661,,
1/17/2021,0.01906661,,
1/18/2021,0.01906661,,
1/19/2021,0.01906661,,
1/20/2021,0.01906661,,
1/21/2021,0.01906661,,
1/22/2021,0.01906661,,
1/23/2021,0.01906661,,
1/24/2021,0.01906661,,
1/25/2021,0.01906661,,
1/26/2021,0.01906661,,
1/27/2021,0.01906661,,
1/28/2021,0.01906662,,
1/29/2021,0.01906662,,
1/30/2021,0.01906662,,
1/31/2021,0.01906662,0.00000407,0.00757547
2/1/2021,0.01906662,,
2/2/2021,0.01906256,,
2/3/2021,0.01906256,,
2/4/2021,0.01906256,,
2/5/2021,0.01906256,,
2/6/2021,0.01906256,,
2/7/2021,0.01906256,,
2/8/2021,0.01906256,,
2/9/2021,0.01906256,,
2/10/2021,0.01906256,,
2/11/2021,0.01906256,,
2/12/2021,0.01906256,,
2/13/2021,0.01906256,,
2/14/2021,0.01906256,,
2/15/2021,0.01906256,,
2/16/2021,0.01906256,,
2/17/2021,0.01906256,,
2/18/2021,0.01906257,,
2/19/2021,0.01906257,,
2/20/2021,0.01906257,,
2/21/2021,0.01906257,,
2/22/2021,0.01906257,,
2/23/2021,0.01906257,,
2/24/2021,0.01906258,,
2/25/2021,0.01906258,,
2/26/2021,0.01906259,,
2/27/2021,0.01906259,,
2/28/2021,0.01906259,0.00000384,0.00666223
3/1/2021,0.01906260,,
3/2/2021,0.01905875,,
3/3/2021,0.01905875,,
3/4/2021,0.01905875,,
3/5/2021,0.01905875,,
3/6/2021,0.01905875,,
3/7/2021,0.01905875,,
3/8/2021,0.01905875,,
3/9/2021,0.01905876,,
3/10/2021,0.01905876,,
